ID;DATAFLOW;COUNTRY;Reference area;PROVIDER;Health care provider;TIME_PERIOD;OBS_VALUE
IT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP4;Providers of ancillary services;2016;4,322
IT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP4;Providers of ancillary services;2017;4,353
IT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP4;Providers of ancillary services;2018;4,406
IT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP4;Providers of ancillary services;2019;4,399
IT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP4;Providers of ancillary services;2020;4,696
IT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP4;Providers of ancillary services;2021;4,853
IT_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP4;Providers of ancillary services;2022;4,789
LU_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2012;3,768
LU_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2013;3,839
LU_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2014;4,549
LU_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2015;4,082
LU_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2016;4,042
LU_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2017;3,976
LU_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2018;3,365
LU_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2019;3,395
LU_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2020;5,771
LU_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2021;5,24
LU_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP4;Providers of ancillary services;2022;4,1
DE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2012;1,22
DE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2013;1,271
DE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2014;1,264
DE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2015;1,3
DE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2016;1,318
DE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2017;1,35
DE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2018;1,412
DE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2019;1,47
DE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2020;1,547
DE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP4;Providers of ancillary services;2021;1,532
FI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2012;1,618
FI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2013;1,659
FI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2014;1,704
FI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2015;1,726
FI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2016;1,669
FI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2017;1,686
FI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2018;1,714
FI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2019;1,676
FI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2020;2,001
FI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP4;Providers of ancillary services;2021;1,671
LT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2012;2,828
LT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2013;2,649
LT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2014;2,775
LT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2015;2,775
LT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2016;2,89
LT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2017;3,053
LT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2018;3,338
LT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2019;2,801
LT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2020;4,36
LT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP4;Providers of ancillary services;2021;4,415
DK_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2012;10,964
DK_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2013;10,36
DK_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2014;10,481
DK_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2015;10,475
DK_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2016;10,535
DK_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2017;10,537
DK_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2018;10,61
DK_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2019;10,801
DK_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2020;10,583
DK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2021;9,718
DK_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP5;Retailers and other providers of medical goods;2022;10,044
EE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2012;22,165
EE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2013;21,675
EE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2014;20,537
EE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2015;20,083
EE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2016;20,824
EE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2017;19,974
EE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2018;19,864
EE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2019;19,136
EE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2020;17,618
EE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP5;Retailers and other providers of medical goods;2021;16,959
SI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2012;22,949
SI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2013;22,881
SI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2014;22,093
SI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2015;21,816
SI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2016;21,951
SI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2017;22,079
SI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2018;21,682
SI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2019;20,834
SI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2020;20,766
SI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP5;Retailers and other providers of medical goods;2021;20,695
HU_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2012;35,434
HU_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2013;33,078
HU_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2014;32,959
HU_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2015;32,647
HU_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2016;32,237
HU_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2017;30,624
HU_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2018;29,716
HU_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2019;30,454
HU_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2020;28,133
HU_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HP5;Retailers and other providers of medical goods;2021;25,33
CY_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2012;14,578
CY_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2013;14,703
CY_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2014;15,588
CY_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2015;15,772
CY_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2016;16,028
CY_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2017;16
CY_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2018;15,836
CY_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2019;14,051
CY_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2020;14,101
CY_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP5;Retailers and other providers of medical goods;2021;14,612
GM_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2013;11,139
GM_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2014;11,062
GM_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2015;11,258
GM_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2016;10,665
GM_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2017;10,532
GM_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2018;10,114
GM_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2019;9,633
GM_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2020;8,935
GM_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP5;Retailers and other providers of medical goods;2021;8,91
FR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2012;18,663
FR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2013;17,993
FR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2014;17,47
FR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2015;17,275
FR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2016;16,929
FR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2017;16,643
FR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2018;16,698
FR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2019;16,617
FR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2020;15,971
FR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP5;Retailers and other providers of medical goods;2021;16,169
LV_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2012;28,824
LV_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2013;29,317
LV_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2014;29,523
LV_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2015;29,763
LV_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2016;31,028
LV_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2017;30,264
LV_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2018;29,092
LV_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2019;26,092
LV_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2020;25,235
LV_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP5;Retailers and other providers of medical goods;2021;19,023
BG_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2012;39,837
BG_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2013;36,347
BG_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2014;36,503
BG_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2015;37,66
BG_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2016;38,527
BG_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2017;38,387
BG_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2018;36,711
BG_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2019;35,696
BG_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2020;33,645
BG_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP5;Retailers and other providers of medical goods;2021;31,481
LT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2012;32,009
LT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2013;31,183
LT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2014;31,165
LT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2015;30,096
LT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2016;29,853
LT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2017;29,043
LT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2018;26,917
LT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2019;27,362
LT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2020;26,645
LT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP5;Retailers and other providers of medical goods;2021;23,901
PL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2012;23,999
PL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2013;23,783
PL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2014;23,66
PL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2015;22,982
PL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2016;22,835
PL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2017;22,303
PL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2018;22,348
PL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2019;21,449
PL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2020;21,294
PL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP5;Retailers and other providers of medical goods;2021;20,245
MT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP5;Retailers and other providers of medical goods;2014;15,665
MT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP5;Retailers and other providers of medical goods;2015;16,115
MT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP5;Retailers and other providers of medical goods;2016;14,233
MT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP5;Retailers and other providers of medical goods;2017;13,816
MT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP5;Retailers and other providers of medical goods;2018;13,676
MT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP5;Retailers and other providers of medical goods;2019;14,789
MT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP5;Retailers and other providers of medical goods;2020;14,786
PT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2012;21,204
PT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2013;20,179
PT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2014;19,993
PT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2015;20,071
PT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2016;19,696
PT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2017;19,509
PT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2018;19,079
PT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2019;19,206
PT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2020;19,03
PT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP5;Retailers and other providers of medical goods;2021;18,5
HR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2012;31,999
HR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2013;27,224
HR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2014;24,45
HR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2015;23,384
HR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2016;23,993
HR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2017;23,82
HR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2018;22,651
HR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2019;22,359
HR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2020;22,707
HR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP5;Retailers and other providers of medical goods;2021;19,748
CZ_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2012;18,74
CZ_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2013;18,053
CZ_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2014;17,292
CZ_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2015;17,288
CZ_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2016;17,045
CZ_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2017;16,406
CZ_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2018;15,615
CZ_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2019;15,256
CZ_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2020;13,554
CZ_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP5;Retailers and other providers of medical goods;2021;13,401
CH_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2012;9,61
CH_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2013;9,197
CH_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2014;9,037
CH_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2015;8,975
CH_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2016;8,848
CH_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2017;8,837
CH_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2018;8,691
CH_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2019;8,627
CH_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP5;Retailers and other providers of medical goods;2020;8,627
